car	CONcoo_car
la	DETdef_lö
ou	PROrel_o|oö
vos	PROper_ous
lairoiz	VERcjg_laissier
a	PRE_a
achever	VERinf_achever
les	DETdef_le
aventures	NOMcom_aventure
par	PRE_par
proesce	NOMcom_pröece
que	CONsub_que
diex	NOMcom_dieu
a	VERcjg_a
mise	VERppe_metre|mettre
en	PRE_en
chevalerie	NOMcom_chevalerie
quar	CONcoo_car
la	DETdef_lö
ou	PROrel_o|oö
vos	PROper_ous
lesroiz	VERcjg_lesroiz
les	DETdef_le
autres	PROind_autre
a	PRE_a
achever	VERinf_achever
aventures	NOMcom_aventure
par	PRE_par
proece	NOMcom_pröece
que	CONsub_que
dex	ADJcar_dieu
ait	VERcjg_aidier|avoir
mise	VERppe_metre|mettre
en	PRE_en
chevalerie	NOMcom_chevalerie
car	CONcoo_car
la	DETdef_lö
ou	PROrel_o|oö
vos	PROper_ous
lairoiz	VERcjg_laissier
a	PRE_a
achever	VERinf_achever
les	DETdef_le
aventures	NOMcom_aventure
par	PRE_par
proesce	NOMcom_pröece
que	CONsub_que
dex	ADJcar_dieu
ait	VERcjg_aidier|avoir
mise	VERppe_metre|mettre
en	PRE_en
chevalier	NOMcom_chevalier
quar	CONcoo_car
la	DETdef_lö
ou	PROrel_o|oö
vos	PROper_ous
lerroiz	VERcjg_lerroiz
les	DETdef_le
autres	PROind_autre
a	PRE_a
achever	VERinf_achever
aventures	NOMcom_aventure
par	PRE_par
proece	NOMcom_pröece
que	CONsub_que
dex	ADJcar_dieu
a	VERcjg_a
mis	VERppe_manoir|metre|mettre
en	PRE_en
chevalier	NOMcom_chevalier
