ge	PROper_je
te	PROper_tu
conois	VERcjg_conoistre
mielz	ADVgen_mieus
que	CONsub_que
tu	PROper_tu
ne	ADVneg_en
conois	VERcjg_conoistre
moi	PROper_je|moi
et	CONcoo_et
neporquant	ADVgen_neporcant
tu	PROper_tu
me	PROper_je|moi
conoistras	VERcjg_connaotre
bien	ADVgen_bien
Artus	NOMpro_artu
je	PROper_je
te	PROper_tu
conois	VERcjg_conoistre
mult	ADVgen_mout
miaus	ADVgen_mieus
que	CONsub_que
tu	PROper_tu
ne	ADVneg_en
fas	VERcjg_faire|fare|farre
moi	PROper_je|moi
et	CONcoo_et
neporquant	ADVgen_neporcant
tu	PROper_tu
me	PROper_je|moi
conoistras	VERcjg_connaotre
bien	ADVgen_bien
Artu	NOMpro_artu
je	PROper_je
te	PROper_tu
conois	VERcjg_conoistre
miels	ADVgen_mieus
que	CONsub_que
tu	PROper_tu
ne	ADVneg_en
fes	VERcjg_faire|feire
moi	PROper_je|moi
et	CONcoo_et
neporquant	ADVgen_neporcant
tu	PROper_tu
me	PROper_je|moi
conoistras	VERcjg_connaotre
miels	ADVgen_mieus
