Original,Normalised
il,PROper_il
sont,VERcjg_estre
andui,PROcar_ambedos
molt,ADVgen_mout
corrocie,VERppe_corrocier
ambedui,PROcar_ambedos
corecie,VERppe_corrocier
corocie,VERppe_corrocier
