Original,Normalised
ge,PROper_je
te,PROper_tu
conois,VERcjg_conoistre
mielz,ADVgen_mieus
que,CONsub_que
tu,PROper_tu
ne,ADVneg_en
moi,PROper_je|moi
et,CONcoo_et
neporquant,ADVgen_neporcant
me,PROper_je|moi
conoistras,VERcjg_connaotre
bien,ADVgen_bien
Artus,NOMpro_artu
je,PROper_je
mult,ADVgen_mout
miaus,ADVgen_mieus
fas,VERcjg_faire|fare|farre
Artu,NOMpro_artu
miels,ADVgen_mieus
fes,VERcjg_faire|feire
