Pleure	VERcjg_plorer
des	PRE.DETdef_de+le|le
oels	NOMcom_ueil
si	ADVgen_si
escrie	VERcjg_escröer
a	PRE_a
haus	ADJqua_haut
cris	NOMcom_cri
Puis	ADVgen_UNKNOWN
se	PROper_se
regrete	VERcjg_regreter
:	PONfbl_:
«	PONpga_«
Mais	CONcoo_mai
tel	PROind_tel
portai	VERcjg_porter
biaus	ADJqua_bel
fils	NOMcom_fil
Et	CONcoo_avoir
de	PRE_de
ta	DETpos_ton
mere	NOMcom_mere
cam	NOMpro_UNKNOWN
[	PONpga_[
?	PONfrt_?
]	PONpdr_]
n'	ADVneg_UNKNOWN
en	PROadv_en
eüs	VERcjg_eüs
mercis	NOMcom_merci
Pour	PRE_Pour
toi	PROper_tu
veïr	VERinf_veïr
desiroie	VERcjg_desirrer
a	PRE_a
veïr	VERinf_veïr
Çou	NOMpro_Çou
fu	VERcjg_estre
mervelle	NOMcom_merveille
que	CONsub_que
preciés	ADVgen_preciés
ne	ADVneg_ni
l'	PROper_il
em	PROadv_en
prist	VERcjg_prendre|prisier
»	PONpdr_»
En	PRE_en
halte	ADJqua_haut
voiz	NOMcom_voiz
prist	VERcjg_prendre|prisier
a	PRE_a
crier	VERinf_cröer
grant	ADJqua_grant
cri	NOMcom_cri
Si	ADVgen_Si
lu	PROper_il
regrete	VERcjg_regreter
:	PONfbl_:
«	PONpga_«
Mar	ADVgen_Mar
te	PROper_tu
portai	VERcjg_porter
bel	ADJqua_bel
filz	NOMcom_fil
Seveals	NOMpro_Seveals
de	PRE_de
ta	DETpos_ton
mere	NOMcom_mere
kar	CONcoo_car
aviez	VERcjg_avoir
merci	NOMcom_merci
Ja	ADVgen_Ja
me	PROper_je|moi
veis	VERcjg_aler|vöoir
tu	PROper_tu
desirer	VERinf_desirrer
a	PRE_a
murir	VERinf_morir
Ad	PRE_avoir
altes	NOMcom_autre
voiz	NOMcom_voiz
prist	VERcjg_prendre|prisier
a	PRE_a
crier	VERinf_cröer
granz	ADJqua_grant
criz	NOMcom_crist
Ço	PROdem_Ço
dist	VERcjg_dire
la	DETdef_le
meire	NOMcom_UNKNOWN
:	PONfbl_:
«	PONpga_«
Mar	ADVgen_Mar
te	PROper_tu
portai	VERcjg_porter
bel	ADJqua_bel
filz	NOMcom_fil
E	CONcoo_avoir|estre
de	PRE_de
ta	DETpos_ton
meire	NOMcom_UNKNOWN
kar	CONcoo_car
auïsses	VERcjg_auïsses
merci	NOMcom_merci
Par	PRE_Par
tei	PROper_tu
me	PROper_je|moi
veeies	VERcjg_voir
de	PRE_de
deseier	NOMcom_UNKNOWN
morir	VERinf_morir
Zo	NOMpro_Zo
est	VERcjg_ester|estre
mervelhe	NOMcom_merveille
ke	CONsub_que
piediez	ADVgen_piediez
ne	ADVneg_en
t'	PROper_tu
en	PROadv_en
prist	VERcjg_prendre|prisier
»	PONpdr_»
Pore	NOMcom_povre
des	PRE.DETdef_de+le|le
oilz	NOMcom_ueil
et	CONcoo_et
gete	VERcjg_geter
mult	ADVgen_mout
grans	ADJqua_grant
cris	NOMcom_cri
Après	PRE_Après
le	PROper_il
regrete	VERcjg_regreter
:	PONfbl_:
«	PONpga_«
Mal	ADVgen_Mal
te	PROper_tu
portei	VERcjg_porter
bel	ADJqua_bel
fiz	NOMcom_fil
Et	CONcoo_avoir
de	PRE_de
ta	DETpos_ton
mere	NOMcom_mere
n'	ADVneg_UNKNOWN
en	PROadv_en
aveies	VERcjg_avoir
merci	NOMcom_merci
Por	PRE_Por
tei	PROper_tu
veez	VERcjg_vöer|vöoir
desir	NOMcom_desir
a	PRE_a
morir	VERinf_morir
Ja	ADVgen_Ja
est	VERcjg_ester|estre
merveille	NOMcom_merveille
cum	CONsub_come
jel	PROper.PROper_il|je
puis	VERcjg_pondre|pöoir
sofrir	VERinf_sofrir
»	PONpdr_»
Plurent	VERcjg_plorer
si	ADVgen_si
oil	NOMcom_oil|öil
e	CONcoo_et
s	VERcjg_se
[	PONpga_[
i	ETR_il|je
]	PONpdr_]
jetet	VERcjg_jeter
granz	ADJqua_grant
criz	NOMcom_cri
Sempres	ADVgen_sempre
regret	NOMcom_regret
[	PONpga_[
et	ETR_et
]	PONpdr_]
:	PONfbl_:
«	PONpga_«
Mar	ADVgen_Mar
te	PROper_tu
portai	VERcjg_porter
bels	ADJqua_bel
filz	NOMcom_fil
E	CONcoo_avoir|estre
de	PRE_de
ta	DETpos_ton
medra	NOMcom_medra
quer	NOMcom_UNKNOWN
aveies	VERcjg_avoir
mercit	NOMcom_merci
Pur	PRE_Pur
que-m	NOMcom_que-m
vedeies	VERcjg_voir
desirrer	VERinf_desirrer|desirrier
a	PRE_a
murir	VERinf_morir
Ço	PROdem_Ço
est	VERcjg_ester|estre
grant	ADJqua_grant
merveile	NOMcom_UNKNOWN
que	CONsub_que
pietet	NOMcom_pietet
ne	ADVneg_ni
t'	PROper_tu
en	PROadv_en
prist	VERcjg_prendre|prisier
»	PONpdr_»
