Original,Normalised
nel,ADVneg.PROper_il|ne
devriez,VERcjg_devoir
pas,ADVneg_pas|past
lessier,VERinf_laissier
aler,VERinf_aler|foraler
si,ADVgen_si
bel,ADJqua_bel
vaslet,NOMcom_vaslet
come,CONsub_come
ce,PROdem_ce
est,VERcjg_ester|estre
ne,ADVneg_en
devries,VERcjg_devries
vos,PROper_vostre
laissier,VERinf_laissier
bial,ADJqua_bel
com,CONsub_come
devez,VERcjg_devoir
biau,ADJqua_bel
vallet,NOMcom_vaslet
cist,PROdem_cest
vos,PROper_ous
mie,ADVneg_mie
cest,PROdem_cest
