Lors	ADVgen_lors
conte	VERcjg_conter
li	DETdef_le
rois	NOMcom_roi
a	PRE_a
la	DETdef_le
reine	NOMcom_regne|rein|röine
coment	ADVsub_coment
la	DETdef_le
dame	NOMcom_dam|dame|dan
del	PRE.DETdef_de+le
lac	NOMcom_lac
Lors	ADVgen_lors
conte	VERcjg_conter
li	DETdef_le
rois	NOMcom_roi
a	PRE_a
la	DETdef_le
roine	NOMcom_röine
coment	ADVsub_coment
la	DETdef_le
dame	NOMcom_dam|dame|dan
del	PRE.DETdef_de+le
lac	NOMcom_lac
Lors	ADVgen_lors
conte	VERcjg_conter
li	DETdef_le
rois	NOMcom_roi
a	PRE_a
la	DETdef_le
reine	NOMcom_regne|rein|röine
comment	ADVsub_coment
la	DETdef_le
dame	NOMcom_dam|dame|dan
del	PRE.DETdef_de+le
lac	NOMcom_lac
Adonc	ADVgen_adonc
li	PROper_le
conte	VERcjg_conte
li	DETdef_le
rois	NOMcom_roi
comment	ADVsub_coment
la	DETdef_le
dame	NOMcom_dam|dame|dan
du	PRE.DETdef_de+le|le
lac	NOMcom_lac
