a	PRE_a
lui	PROper_il|loi
meisme	ADJind_möisme
se	PROper_se
conseille	VERcjg_conseilier|conseiller|conseillier
auquel	PROrel_quel
de	PRE_de
ii	ETR_je
il	PROper_il
aidera	VERcjg_aidier
il	PROper_il
dist	VERcjg_dire
c	NOMcom_ce|que
au	PRE.DETdef_a+le|le
lion	NOMcom_löon
secourra	VERcjg_secorre
car	CONcoo_car
a	PRE_a
vrinmeus	ADJqua_vrinmeus
n	PROadv_en
a	VERcjg_avoir
felon	NOMcom_felon
ne	ADVneg_en
doit	VERcjg_devoir|dire
on	PROind_on
faire	VERinf_faire
se	CONsub_se
mal	ADJqua_mal
non	NOMcom_nom
a	PRE_a
li	PROper_le
meisme	ADJind_meisme|möisme
se	PROper_se
conselle	VERcjg_conseillier|consellier
alquel	NOMcom_alquel
des	PRE.DETdef_de+le|le
ii	NOMcom_i
il	PROper_il
aidera	VERcjg_aidier
et	CONcoo_et
dist	VERcjg_dire
au	PRE.DETdef_a+le|le
lion	NOMcom_löon
se	PROper_se
tendra	VERcjg_tenir
qu	ADJqua_que
a	PRE_a
venimeus	ADJqua_venimos
et	CONcoo_et
a	PRE_a
felon	NOMcom_felon
ne	ADVneg_en
doit	VERcjg_devoir|dire
l	PROper_il
on	PROind_on
faire	VERinf_faire
se	CONsub_se
mal	ADJqua_mal
non	NOMcom_nom
a	PRE_a
lui	PROper_il|loi
meismes	ADJind_möismes
se	PROper_se
conseille	VERcjg_conseilier|conseiller|conseillier
auquel	PROrel_quel
des	PRE.DETdef_de+le|le
ii	NOMcom_i
aidera	VERcjg_aidier
de	PRE_de
la	DETdef_le
part	NOMcom_part
au	PRE.DETdef_a+le|le
lyon	NOMcom_löon
sera	VERcjg_estre
qu	ADJqua_que
a	PRE_a
nul	DETind_nul
mauves	NOMcom_mauvais
ne	CONcoo_ni
a	PRE_a
felon	NOMcom_felon
ne	ADVneg_en
doit	VERcjg_devoir|dire
on	PROind_on
fere	VERinf_faire|ferir
se	CONsub_se
mal	ADJqua_mal
non	NOMcom_nom
a	PRE_a
soi	PROper_soi
meismes	ADJind_möismes
se	PROper_se
conseille	VERcjg_conseilier|conseiller|conseillier
auquel	PROrel_quel
des	PRE.DETdef_de+le|le
ii	NOMcom_i
il	PROper_il
aidera	VERcjg_aidier
lors	ADVgen_lors
dit	VERppe_dire
au	PRE.DETdef_a+le|le
lyon	NOMcom_löon
le	PROper_il
fera	VERcjg_faire
c	NOMcom_ce|que
a	PRE_a
venimeus	ADJqua_venimos
et	CONcoo_et
a	PRE_a
felon	NOMcom_felon
ne	ADVneg_en
